,Date,Favorites,Geolocation,HashTags,Mentions,Retweets,Text,User,target,user_split,user_text,location
178,2019-07-18 16:31:17+00:00,0,,,,4,"What if, like the vast majority of Americans, you’re not in a union?",Bill_Flood,1,Bill Flood,"Bill Flood What if, like the vast majority of Americans, you’re not in a union?",WI
179,2019-07-18 16:05:07+00:00,0,,#Floods2019 #Missouri #Flooding,@GatewayArchSTL,3,"100 year flood? Mississippi Waters reached steps of @GatewayArchSTL, covered farmland &amp; making barge transportation impassable. 2013, 2016, 2017 and now #Floods2019 among top-10 worst recorded in St Louis so perhaps the term isn’t appropriate anymore #Missouri #Flooding",AJConnolly1,1,AJConnolly1,"AJConnolly1 100 year flood? Mississippi Waters reached steps of @GatewayArchSTL, covered farmland &amp; making barge transportation impassable. 2013, 2016, 2017 and now #Floods2019 among top-10 worst recorded in St Louis so perhaps the term isn’t appropriate anymore #Missouri #Flooding",WI
180,2019-07-18 16:03:26+00:00,6,,,@markethotelnyc @daisythegreat_ @ssatchmo,30,big ol sellout last night at @markethotelnyc i loved it all so so much thank you to the bodies that braved the flash flood to be there &amp; to @daisythegreat_ &amp; Liam Benzvi for sharing their art xxoo @ssatchmo – at Market Hotel,delwatergap,1,delwatergap,delwatergap big ol sellout last night at @markethotelnyc i loved it all so so much thank you to the bodies that braved the flash flood to be there &amp; to @daisythegreat_ &amp; Liam Benzvi for sharing their art xxoo @ssatchmo – at Market Hotel,WI
181,2019-07-18 15:59:44+00:00,0,,,,0,"when I start working again , mane I feel flood they clock I need that check mane !",_COOLKID_KODAK5,1, COOLKID KODAK5," COOLKID KODAK5 when I start working again , mane I feel flood they clock I need that check mane !",WI
182,2019-07-18 15:57:17+00:00,0,,,,0,Well yeah I don’t care about the pavement condition. I care that its impermeability floods the surrounding area,NW_Horadam,1,NW Horadam,NW Horadam Well yeah I don’t care about the pavement condition. I care that its impermeability floods the surrounding area,WI
183,2019-07-18 15:53:17+00:00,0,,,,1,"Lol, it takes quite a flood to reach this area of the park.",DSMWWPF,1,DSMWWPF,"DSMWWPF Lol, it takes quite a flood to reach this area of the park.",WI
184,2019-07-18 15:18:36+00:00,0,,#BabyRhino #flood,,0,Indian forest officials rescued a #BabyRhino from DROWNING during a massive #flood on Tuesday. ,redhed67,1,redhed67,redhed67 Indian forest officials rescued a #BabyRhino from DROWNING during a massive #flood on Tuesday. ,WI
185,2019-07-18 15:04:11+00:00,0,,,@WhismanSucks,0,"@WhismanSucks if you are interested in going anywhere when you come to Omaha, you should go to Rulo. Oh wait, it’s been wiped the fuck off the map after the floods and I celebrated with champagne.",RobertWillisr,1,RobertWillisr,"RobertWillisr @WhismanSucks if you are interested in going anywhere when you come to Omaha, you should go to Rulo. Oh wait, it’s been wiped the fuck off the map after the floods and I celebrated with champagne.",WI
186,2019-07-18 15:00:47+00:00,0,,,,3,"Lol finally after all those floods in Blocker, it was time for them to move to west campus ",ashleycancome,1,ashleycancome,"ashleycancome Lol finally after all those floods in Blocker, it was time for them to move to west campus ",WI
187,2019-07-18 15:00:08+00:00,0,,,,1,Open the Flood Gates: Gate City Brewing Docks at Drift on July 31 ,AtlantaDish,1,AtlantaDish,AtlantaDish Open the Flood Gates: Gate City Brewing Docks at Drift on July 31 ,WI
188,2019-07-18 14:41:50+00:00,0,,,,2,Oh my god there was a flood at bmc last night if it gets cancelled today I’m going to jump@off the empire state building,Hollykach00,1,Hollykach00,Hollykach00 Oh my god there was a flood at bmc last night if it gets cancelled today I’m going to jump@off the empire state building,WI
189,2019-07-18 14:29:33+00:00,0,,,@1a,0,"@1a As the mother of a newly commissioned 2nd Lieutenant, I’m aware of the impact of climate change on training, and thus readiness. Floods, extreme heat result in training cancelations. And I worry about what training in heat repeatedly does to a soldier’s physical condition.",SusanSteinberg6,1,SusanSteinberg6,"SusanSteinberg6 @1a As the mother of a newly commissioned 2nd Lieutenant, I’m aware of the impact of climate change on training, and thus readiness. Floods, extreme heat result in training cancelations. And I worry about what training in heat repeatedly does to a soldier’s physical condition.",WI
190,2019-07-18 14:25:04+00:00,0,,,,0,Fun 1st: client emails to verify if the flood of new website orders and large transactions are real. So awesome. Welcome to e-commerce.,lundstudio,1,lundstudio,lundstudio Fun 1st: client emails to verify if the flood of new website orders and large transactions are real. So awesome. Welcome to e-commerce.,WI
191,2019-07-18 14:17:04+00:00,0,,,,0,Omg this flood jump ,QlintQlint,1,QlintQlint,QlintQlint Omg this flood jump ,WI
192,2019-07-18 14:02:51+00:00,0,,,,0,It’s an interesting comment on our degenerate “culture” that attention to child molestation can be swept aside by a flood of racist rants. ,capmotion,1,capmotion,capmotion It’s an interesting comment on our degenerate “culture” that attention to child molestation can be swept aside by a flood of racist rants. ,WI
193,2019-07-18 14:01:15+00:00,1,,,,1,"Flash Flood Warning including Iowa Falls IA, Ackley IA, Alden IA until 12:00 PM CDT ",NWSDesMoines,1,NWSDesMoines,"NWSDesMoines Flash Flood Warning including Iowa Falls IA, Ackley IA, Alden IA until 12:00 PM CDT ",WI
194,2019-07-18 13:52:14+00:00,0,,,,0,"Jesus, lead those who are endangered by fire, storm, or flood to find safe shelter, and bless emergency professionals. ",stephenmason526,1,stephenmason526,"stephenmason526 Jesus, lead those who are endangered by fire, storm, or flood to find safe shelter, and bless emergency professionals. ",WI
195,2019-07-18 13:51:51+00:00,1,,,,1,,Assata89408891,1,Assata89408891,Assata89408891 ,WI
196,2019-07-18 13:45:19+00:00,0,,,,1,"At 5:04 AM EDT, Kayjay [Knox Co, KY] 911 CALL CENTER reports FLASH FLOOD. STATE ROUTE 225 WAS IMPASSIBLE DUE TO FLOODING, AND WATER ALSO ENTERED RESIDENCES. https://mesonet.agron.iastate.edu/lsr/#JKL/201907180904/201907180904",iembot_jkl,1,iembot jkl,"iembot jkl At 5:04 AM EDT, Kayjay [Knox Co, KY] 911 CALL CENTER reports FLASH FLOOD. STATE ROUTE 225 WAS IMPASSIBLE DUE TO FLOODING, AND WATER ALSO ENTERED RESIDENCES. https://mesonet.agron.iastate.edu/lsr/#JKL/201907180904/201907180904",WI
197,2019-07-18 13:26:47+00:00,0,,#MYWAY #TooBusyWinning #FLOOD #FOE #SOLID,,0,Ahhhh shit we done made it to the LAST DAY BEFORE MY Debut Album #MYWAY Drops I’m Trippin till tomorrow night Oh Yea VIDEO SHOOT TOMORROW 9pm #TooBusyWinning #FLOOD #FOE #SOLID… https://www.instagram.com/p/B0D0UQ6g6ov/?igshid=1w8oerws9jxsl,TBWSirSpitta,0,TBWSirSpitta,TBWSirSpitta Ahhhh shit we done made it to the LAST DAY BEFORE MY Debut Album #MYWAY Drops I’m Trippin till tomorrow night Oh Yea VIDEO SHOOT TOMORROW 9pm #TooBusyWinning #FLOOD #FOE #SOLID… https://www.instagram.com/p/B0D0UQ6g6ov/?igshid=1w8oerws9jxsl,WI
198,2019-07-18 13:23:27+00:00,0,,,,0,When you hit that spot that makes the pussy flood,St0neC0ldSt0ner,1,St0neC0ldSt0ner,St0neC0ldSt0ner When you hit that spot that makes the pussy flood,WI
199,2019-07-18 13:13:03+00:00,0,,#ElenaGonzalesMelinger,,1,"Poet and writer #ElenaGonzalesMelinger will read “flood poetics” and other poems about Houston’s air, heat and flood waters in collaboration with Ronald L. Jones' sculptural work, ""Hell or High Water."" Elena… https://www.instagram.com/p/B0DzGf1hmxy/?igshid=177os0uigwwy9",chinginchen,1,chinginchen,"chinginchen Poet and writer #ElenaGonzalesMelinger will read “flood poetics” and other poems about Houston’s air, heat and flood waters in collaboration with Ronald L. Jones' sculptural work, ""Hell or High Water."" Elena… https://www.instagram.com/p/B0DzGf1hmxy/?igshid=177os0uigwwy9",WI
200,2019-07-18 13:11:30+00:00,0,,,,0,"Liberals are panicking, heavy rains are causing their basements to flood, looking for new places to Troll.",FrankSerra3,1,FrankSerra3,"FrankSerra3 Liberals are panicking, heavy rains are causing their basements to flood, looking for new places to Troll.",WI
201,2019-07-18 13:01:15+00:00,1,,,,1,"At 9:09 PM EDT, Flushing [Queens Co, NY] LAW ENFORCEMENT reports FLASH FLOOD. POLICE RESPONDED TO A VEHICLE STUCK IN HIGH WATER FROM FLOODING AT INTERSECTION OF 137TH STREET AND 31ST ROAD, WITH INTERSECTION CLOSED https://mesonet.agron.iastate.edu/lsr/#OKX/201907180109/201907180109",iembot_okx,1,iembot okx,"iembot okx At 9:09 PM EDT, Flushing [Queens Co, NY] LAW ENFORCEMENT reports FLASH FLOOD. POLICE RESPONDED TO A VEHICLE STUCK IN HIGH WATER FROM FLOODING AT INTERSECTION OF 137TH STREET AND 31ST ROAD, WITH INTERSECTION CLOSED https://mesonet.agron.iastate.edu/lsr/#OKX/201907180109/201907180109",WI
202,2019-07-18 13:00:58+00:00,0,,,,1,Corner and Curl Flat combo & Flood,Coach_Gray_MES,1,Coach Gray MES,Coach Gray MES Corner and Curl Flat combo & Flood,WI
203,2019-07-18 12:56:23+00:00,0,,,,0,Frank go ahead & pray your ass off. Prayer won’t solve unwanted pregnancy. We solve that with education & contraception. The bible & killing the unborn Noah’s flood Killing Egypt’s first born Numerous massacres perpetrated by god’s chosen people Doesn’t look good Frank.,sleepyjoe2,1,sleepyjoe2,sleepyjoe2 Frank go ahead & pray your ass off. Prayer won’t solve unwanted pregnancy. We solve that with education & contraception. The bible & killing the unborn Noah’s flood Killing Egypt’s first born Numerous massacres perpetrated by god’s chosen people Doesn’t look good Frank.,WI
204,2019-07-18 12:55:36+00:00,0,,,,2,"At the timberline where the storms strike with the most fury, the sturdiest trees are found. - Hudson Taylor - And the rain fell, and the floods came, and the winds blew and beat on that house, but it did not fall, because it had been founded on the rock. - Matthew 7:25 -",c410berry,1,c410berry,"c410berry At the timberline where the storms strike with the most fury, the sturdiest trees are found. - Hudson Taylor - And the rain fell, and the floods came, and the winds blew and beat on that house, but it did not fall, because it had been founded on the rock. - Matthew 7:25 -",WI
205,2019-07-18 12:49:47+00:00,0,,,@mashable,0,Instagram can't stop flood of grisly photos from teen's murder so users step up https://mashable.com/article/instagram-bianca-devins-escty-yesjuliet-murder/ via @mashable,Fahy,1,Fahy,Fahy Instagram can't stop flood of grisly photos from teen's murder so users step up https://mashable.com/article/instagram-bianca-devins-escty-yesjuliet-murder/ via @mashable,WI
206,2019-07-18 12:42:07+00:00,0,,,,0,Which country are you standing for???You want open borders you attack the people who defend sovereignty you want to raise taxes on US citizens and give healthcare and education to non citizens who would flood our nation. Again which nation are you defending?,RepBarryMoore,1,RepBarryMoore,RepBarryMoore Which country are you standing for???You want open borders you attack the people who defend sovereignty you want to raise taxes on US citizens and give healthcare and education to non citizens who would flood our nation. Again which nation are you defending?,WI
207,2019-07-18 12:35:00+00:00,0,,#MYWAY #TooBusyWinning #FLOOD #FOE #SOLID #gtdigitaldistribution #houston #bayarea,@CalvoMayne,0,"Niggas couldn’t survive on this side TOMORROW MORNING #MYWAY THA ALBUM (SONG : “MY SIZE” ft. @CalvoMayne ) #TooBusyWinning #FLOOD #FOE #SOLID #gtdigitaldistribution #houston #bayarea @Houston, Texas https://www.instagram.com/p/B0DudzkArQo/?igshid=22iuithc1yny",TBWSirSpitta,0,TBWSirSpitta,"TBWSirSpitta Niggas couldn’t survive on this side TOMORROW MORNING #MYWAY THA ALBUM (SONG : “MY SIZE” ft. @CalvoMayne ) #TooBusyWinning #FLOOD #FOE #SOLID #gtdigitaldistribution #houston #bayarea @Houston, Texas https://www.instagram.com/p/B0DudzkArQo/?igshid=22iuithc1yny",WI
208,2019-07-18 12:29:30+00:00,1,,#myphotography #photography #Singapore #Malay #Malaysia #Sabah #Borneo #Thailand #Bangkok #Indonesia #Jakarta #Bali #ThePhilippines #Manila #Japan #Tokyo #Brazil #Brasil #HongKong #Vietnam #India #Myanmar,,0,And in that 1 moment all memories flood my soul #myphotography #photography #Singapore #Malay #Malaysia #Sabah #Borneo #Thailand #Bangkok #กรุงเทพ #Indonesia #Jakarta #Bali #ThePhilippines #Manila #Japan #Tokyo #Brazil #Brasil #HongKong #Vietnam #India #Myanmar,d_ford76,1,d ford76,d ford76 And in that 1 moment all memories flood my soul #myphotography #photography #Singapore #Malay #Malaysia #Sabah #Borneo #Thailand #Bangkok #กรุงเทพ #Indonesia #Jakarta #Bali #ThePhilippines #Manila #Japan #Tokyo #Brazil #Brasil #HongKong #Vietnam #India #Myanmar,WI
209,2019-07-18 12:27:37+00:00,0,,,,0,"2 ""We have to get back to flood control as the top priority,"" Waters said. He added the situation has reached a tipping point. ""Missouri and Iowa farmland was not meant to be the Fish and Wildlife Service laboratory, and Midwestern farmers no longer wish to be their guinea pigs.",FredButt6,1,FredButt6,"FredButt6 2 ""We have to get back to flood control as the top priority,"" Waters said. He added the situation has reached a tipping point. ""Missouri and Iowa farmland was not meant to be the Fish and Wildlife Service laboratory, and Midwestern farmers no longer wish to be their guinea pigs.",WI
210,2019-07-18 12:27:06+00:00,0,,,,0,1 From DTN Waters also stressed that flood control needs to be the top priority for the Corps. He believes some of the restoration projects for endangered birds or fish in the Missouri River have damaged the ability to defend against floods.,FredButt6,1,FredButt6,FredButt6 1 From DTN Waters also stressed that flood control needs to be the top priority for the Corps. He believes some of the restoration projects for endangered birds or fish in the Missouri River have damaged the ability to defend against floods.,WI
211,2019-07-18 12:25:37+00:00,1,,,,5,flood her bank account wit bands cause she feelin me. nigga cash on delivery.,ogxfrvnk,1,ogxfrvnk,ogxfrvnk flood her bank account wit bands cause she feelin me. nigga cash on delivery.,WI
212,2019-07-18 12:21:41+00:00,0,,,@Republic_Bharat @super30film @SushilModi @NitishKumar @BJP4India @AmitShah @narendramodi,0,Worst kind of Journalism by your Correspondent Mr. Arnab Goswami @Republic_Bharat . What's wrong in watching @super30film by @SushilModi? Why are you correlating Flood with Watching a movie by the Hon http://Dy.CM? @NitishKumar @BJP4India @AmitShah @narendramodi,nageshmishra1,1,nageshmishra1,nageshmishra1 Worst kind of Journalism by your Correspondent Mr. Arnab Goswami @Republic_Bharat . What's wrong in watching @super30film by @SushilModi? Why are you correlating Flood with Watching a movie by the Hon http://Dy.CM? @NitishKumar @BJP4India @AmitShah @narendramodi,WI
213,2019-07-18 11:50:14+00:00,0,,,,1,One of my friends at work found similar shoes with sloths on them and my 41 year old self would do exactly the same thing. ,kristy527,1,kristy527,kristy527 One of my friends at work found similar shoes with sloths on them and my 41 year old self would do exactly the same thing. ,WI
214,2019-07-18 11:22:16+00:00,0,,#GhostHouse #WayOfTheGhost,,0,"It's not a brand, it's a lifestyle #GhostHouse #WayOfTheGhost . . . We about to flood the streets with these real soon.. Follow the IG: ghosthouseclothing STAY UP *You can still get one though.* Colors coming… https://www.instagram.com/p/B0Dma1UFQyR/?igshid=1m6dw7ihel7zn",IAmOGTripp,1,IAmOGTripp,"IAmOGTripp It's not a brand, it's a lifestyle #GhostHouse #WayOfTheGhost . . . We about to flood the streets with these real soon.. Follow the IG: ghosthouseclothing STAY UP *You can still get one though.* Colors coming… https://www.instagram.com/p/B0Dma1UFQyR/?igshid=1m6dw7ihel7zn",WI
215,2019-07-18 11:20:18+00:00,0,,,,0,"At 5:49 AM EDT, Kayjay [Knox Co, KY] BROADCAST MEDIA reports FLASH FLOOD. FLOWING WATER NEARING A HOME IN KAYJAY https://mesonet.agron.iastate.edu/lsr/#JKL/201907180949/201907180949",iembot_jkl,1,iembot jkl,"iembot jkl At 5:49 AM EDT, Kayjay [Knox Co, KY] BROADCAST MEDIA reports FLASH FLOOD. FLOWING WATER NEARING A HOME IN KAYJAY https://mesonet.agron.iastate.edu/lsr/#JKL/201907180949/201907180949",WI
216,2019-07-18 11:18:53+00:00,0,,,,0,"At 6:45 AM EDT, Meldrum [Bell Co, KY] BROADCAST MEDIA reports FLASH FLOOD. WATER AT LEAST 4 INCHES DEEP FLOWING ACROSS A ROAD IN THE MELDRUM COMMUNITY. https://mesonet.agron.iastate.edu/lsr/#JKL/201907181045/201907181045",iembot_jkl,1,iembot jkl,"iembot jkl At 6:45 AM EDT, Meldrum [Bell Co, KY] BROADCAST MEDIA reports FLASH FLOOD. WATER AT LEAST 4 INCHES DEEP FLOWING ACROSS A ROAD IN THE MELDRUM COMMUNITY. https://mesonet.agron.iastate.edu/lsr/#JKL/201907181045/201907181045",WI
217,2019-07-18 11:02:27+00:00,0,,,,0,Actually it doesn’t because we know the Noah flood never happened. Meadowcroft Rockshelter just south of Pittsburgh. Continuously inhabited by humans for 16 thousand yrs &amp; the surf was never up. You could just read the Grand Canyon web site. Ignorance is cured with information,sleepyjoe2,1,sleepyjoe2,sleepyjoe2 Actually it doesn’t because we know the Noah flood never happened. Meadowcroft Rockshelter just south of Pittsburgh. Continuously inhabited by humans for 16 thousand yrs &amp; the surf was never up. You could just read the Grand Canyon web site. Ignorance is cured with information,WI
218,2019-07-18 10:58:24+00:00,0,,,@Animoto,4,Just got an email that @Animoto had a data breach and my email/pw may be compromised. This also triggered a flood of nostalgia from using that tool with my 8th graders... 10 years ago.,greggarner87,1,greggarner87,greggarner87 Just got an email that @Animoto had a data breach and my email/pw may be compromised. This also triggered a flood of nostalgia from using that tool with my 8th graders... 10 years ago.,WI
219,2019-07-18 10:52:58+00:00,1,,#ultraclutch #hairspraywow,@addysiciliano @ccpac2011,3,One more day until #ultraclutch cast takes the stage! @addysiciliano @ccpac2011 #hairspraywow,amylynn_flood,1,amylynn flood,amylynn flood One more day until #ultraclutch cast takes the stage! @addysiciliano @ccpac2011 #hairspraywow,WI
220,2019-07-18 09:45:59+00:00,0,,,,0,"At 9:40 PM EDT, 1 SSW Hopelawn [Middlesex Co, NJ] DEPT OF HIGHWAYS reports FLASH FLOOD. FLOODING OCCURRED ON US ROUTE 9 AT SMITH STREET IN WOODBRIDGE TOWNSHIP, RESULTING IN RAMP CLOSURES. https://mesonet.agron.iastate.edu/lsr/#PHI/201907180140/201907180140",iembot_phi,1,iembot phi,"iembot phi At 9:40 PM EDT, 1 SSW Hopelawn [Middlesex Co, NJ] DEPT OF HIGHWAYS reports FLASH FLOOD. FLOODING OCCURRED ON US ROUTE 9 AT SMITH STREET IN WOODBRIDGE TOWNSHIP, RESULTING IN RAMP CLOSURES. https://mesonet.agron.iastate.edu/lsr/#PHI/201907180140/201907180140",WI
221,2019-07-18 09:43:43+00:00,1,,,,0,"At 8:00 PM EDT, 2 E White House Station [Hunterdon Co, NJ] DEPT OF HIGHWAYS reports FLASH FLOOD. US ROUTE 22 WAS CLOSED IN BOTH DIRECTIONS TO THE WEST OF RIDGE ROAD IN READINGTON TOWNSHIP. https://mesonet.agron.iastate.edu/lsr/#PHI/201907180000/201907180000",iembot_phi,1,iembot phi,"iembot phi At 8:00 PM EDT, 2 E White House Station [Hunterdon Co, NJ] DEPT OF HIGHWAYS reports FLASH FLOOD. US ROUTE 22 WAS CLOSED IN BOTH DIRECTIONS TO THE WEST OF RIDGE ROAD IN READINGTON TOWNSHIP. https://mesonet.agron.iastate.edu/lsr/#PHI/201907180000/201907180000",WI
222,2019-07-18 09:41:57+00:00,0,,,,0,"At 9:10 PM EDT, 1 N Somerville [Somerset Co, NJ] DEPT OF HIGHWAYS reports FLASH FLOOD. US ROUTE 202 SOUTHBOUND WAS CLOSED NEAR US ROUTE 22 IN BRIDGEWATER TOWNSHIP DUE TO FLASH FLOODING. https://mesonet.agron.iastate.edu/lsr/#PHI/201907180110/201907180110",iembot_phi,1,iembot phi,"iembot phi At 9:10 PM EDT, 1 N Somerville [Somerset Co, NJ] DEPT OF HIGHWAYS reports FLASH FLOOD. US ROUTE 202 SOUTHBOUND WAS CLOSED NEAR US ROUTE 22 IN BRIDGEWATER TOWNSHIP DUE TO FLASH FLOODING. https://mesonet.agron.iastate.edu/lsr/#PHI/201907180110/201907180110",WI
223,2019-07-18 09:40:49+00:00,1,,,,0,"Please pray for the hundreds of people in India, Nepal, Pakistan and Bangladesh who have been killed by these torrential floods, and the millions who have been forced to evacuate to safety. ",SMCDSB_Faith,1,SMCDSB Faith,"SMCDSB Faith Please pray for the hundreds of people in India, Nepal, Pakistan and Bangladesh who have been killed by these torrential floods, and the millions who have been forced to evacuate to safety. ",WI
224,2019-07-18 09:39:38+00:00,0,,,,0,"At 9:15 PM EDT, 2 SSW Martinsville [Somerset Co, NJ] DEPT OF HIGHWAYS reports FLASH FLOOD. FLOODING ON US ROUTE 22 AT INTERSTATE 287 IN BRIDGEWATER TOWNSHIP RESULTING IN RAMP CLOSURES. https://mesonet.agron.iastate.edu/lsr/#PHI/201907180115/201907180115",iembot_phi,1,iembot phi,"iembot phi At 9:15 PM EDT, 2 SSW Martinsville [Somerset Co, NJ] DEPT OF HIGHWAYS reports FLASH FLOOD. FLOODING ON US ROUTE 22 AT INTERSTATE 287 IN BRIDGEWATER TOWNSHIP RESULTING IN RAMP CLOSURES. https://mesonet.agron.iastate.edu/lsr/#PHI/201907180115/201907180115",WI
225,2019-07-18 09:20:57+00:00,0,,,,0,Boy did this underperform around Rochester. There was no need for any flash flood watch or hype about severe weather at all. I wish forecasting was a lot more accurate. Not impressed at all with this.,michael00118,1,michael00118,michael00118 Boy did this underperform around Rochester. There was no need for any flash flood watch or hype about severe weather at all. I wish forecasting was a lot more accurate. Not impressed at all with this.,WI
226,2019-07-18 08:48:35+00:00,0,,,,0,The follow up is the open border policy of Democrats trying to flood our country with future voters while ignoring the racism of Democrats like Joe Biden.,FlaTruckerFrank,1,FlaTruckerFrank,FlaTruckerFrank The follow up is the open border policy of Democrats trying to flood our country with future voters while ignoring the racism of Democrats like Joe Biden.,WI
227,2019-07-18 08:45:33+00:00,0,,,,1,"Flash Flood Warning including Middlesborough KY, Cumberland Gap TN, Rockholds KY until 7:45 AM EDT ",nwsjacksonky,1,nwsjacksonky,"nwsjacksonky Flash Flood Warning including Middlesborough KY, Cumberland Gap TN, Rockholds KY until 7:45 AM EDT ",WI
228,2019-07-18 07:14:31+00:00,0,,,,0,"Other thing I really worry about is AFFORDABLE housing along with mandates for transit, walking routes and safe bike lanes before additional housing & commercial added. Let's be able to get people there, have energy generation BEFORE we continually add development in FLOOD ZONE.",DanielBeeman1,1,DanielBeeman1,"DanielBeeman1 Other thing I really worry about is AFFORDABLE housing along with mandates for transit, walking routes and safe bike lanes before additional housing & commercial added. Let's be able to get people there, have energy generation BEFORE we continually add development in FLOOD ZONE.",WI
229,2019-07-18 06:45:51+00:00,0,,#KazirangaFloods #PM #ChiefMinister #AssamFloods,,1,Assam floods: Learning to live with the ideal solution https://www.eastmojo.com/opinion/2019/07/17/assam-floods-learning-to-live-with-the-ideal-solution #KazirangaFloods #PM Narendra Modi #ChiefMinister Sarbananda Sonowal #AssamFloods affected districts,DebRoyChandi,1,DebRoyChandi,DebRoyChandi Assam floods: Learning to live with the ideal solution https://www.eastmojo.com/opinion/2019/07/17/assam-floods-learning-to-live-with-the-ideal-solution #KazirangaFloods #PM Narendra Modi #ChiefMinister Sarbananda Sonowal #AssamFloods affected districts,WI
230,2019-07-18 06:03:44+00:00,0,,,,0,god another flood please,tony_r_us,1,tony r us,tony r us god another flood please,WI
231,2019-07-18 05:51:13+00:00,0,,,,0,"If I had to follow the rules to live here, I’d be down right pissed if others could flood in and receive all benefits we pay for without doing anything required by Constitution. ",Ctrybtch,1,Ctrybtch,"Ctrybtch If I had to follow the rules to live here, I’d be down right pissed if others could flood in and receive all benefits we pay for without doing anything required by Constitution. ",WI
232,2019-07-18 05:30:30+00:00,1,,,,2,They are afraid Dems won’t turn out; gerrymandering; voter ID laws and election security. We just have to vote in overwhelmingly numbers. We have to flood the polls with our enthusiasm. And we will; it’s early yet. ,bbkenn92,1,bbkenn92,bbkenn92 They are afraid Dems won’t turn out; gerrymandering; voter ID laws and election security. We just have to vote in overwhelmingly numbers. We have to flood the polls with our enthusiasm. And we will; it’s early yet. ,WI
233,2019-07-18 05:16:18+00:00,0,,,,0,Yo inbox bout to flood,RichHomieJuice,1,RichHomieJuice,RichHomieJuice Yo inbox bout to flood,WI
234,2019-07-18 05:13:45+00:00,0,,,,0,"At 12:30 AM EDT, Pruntytown [Taylor Co, WV] EMERGENCY MNGR reports FLASH FLOOD. SEVERAL ROADS, MAINLY SIDE ROADS, FLOODED. STILL FLOODED AT TIME OF CALL. https://mesonet.agron.iastate.edu/lsr/#RLX/201907180430/201907180430",iembot_rlx,1,iembot rlx,"iembot rlx At 12:30 AM EDT, Pruntytown [Taylor Co, WV] EMERGENCY MNGR reports FLASH FLOOD. SEVERAL ROADS, MAINLY SIDE ROADS, FLOODED. STILL FLOODED AT TIME OF CALL. https://mesonet.agron.iastate.edu/lsr/#RLX/201907180430/201907180430",WI
235,2019-07-18 05:10:16+00:00,0,,#RuinedTheMoment #Twice,@MoulinRougeBway,3,Yep! Nearly all of @MoulinRougeBway blew up with flood warnings tonight. #RuinedTheMoment #Twice,Jon_Huston,1,Jon Huston,Jon Huston Yep! Nearly all of @MoulinRougeBway blew up with flood warnings tonight. #RuinedTheMoment #Twice,WI
236,2019-07-18 05:03:54+00:00,4,,,,1,"Flash Flood Warning continues for Decatur County, TN until 1:15 AM CDT ",NWSMemphis,1,NWSMemphis,"NWSMemphis Flash Flood Warning continues for Decatur County, TN until 1:15 AM CDT ",WI
237,2019-07-18 05:00:22+00:00,2,,,@DistroKid,2,"Check out my new album ""Flood Da Streets"" distributed by @DistroKid and live on Spotify!",manyhotzbeats,1,manyhotzbeats,"manyhotzbeats Check out my new album ""Flood Da Streets"" distributed by @DistroKid and live on Spotify!",WI
238,2019-07-18 04:59:40+00:00,2,,,@DistroKid,2,"Check out my new album ""Flood Da Streets"" distributed by @DistroKid and live on Deezer!",manyhotzbeats,1,manyhotzbeats,"manyhotzbeats Check out my new album ""Flood Da Streets"" distributed by @DistroKid and live on Deezer!",WI
239,2019-07-18 04:59:08+00:00,2,,,@DistroKid,2,"Check out my new album ""Flood Da Streets"" distributed by @DistroKid and live on Amazon! http://www.amazon.com/gp/product/B07TNRTVFP",manyhotzbeats,1,manyhotzbeats,"manyhotzbeats Check out my new album ""Flood Da Streets"" distributed by @DistroKid and live on Amazon! http://www.amazon.com/gp/product/B07TNRTVFP",WI
240,2019-07-18 04:57:07+00:00,0,,,,0,"At 5:00 PM MST, 1 S Nogales [Santa Cruz Co, AZ] MESONET reports FLASH FLOOD. FLASH FLOOD. THE NOGALES WASH ROSE TO 7.9FT, WHICH EXCEEDS BANK-FULL. OTHER AREAS AROUND THE TOWN EXPERIENCED FLASH FLOODING. https://mesonet.agron.iastate.edu/lsr/#TWC/201907180000/201907180000",iembot_twc,1,iembot twc,"iembot twc At 5:00 PM MST, 1 S Nogales [Santa Cruz Co, AZ] MESONET reports FLASH FLOOD. FLASH FLOOD. THE NOGALES WASH ROSE TO 7.9FT, WHICH EXCEEDS BANK-FULL. OTHER AREAS AROUND THE TOWN EXPERIENCED FLASH FLOODING. https://mesonet.agron.iastate.edu/lsr/#TWC/201907180000/201907180000",WI
241,2019-07-18 04:51:13+00:00,0,,,,5,it’s taking everything in me not to flood yalls instagrams w shark pics i’m—,savvylanee,1,savvylanee,savvylanee it’s taking everything in me not to flood yalls instagrams w shark pics i’m—,WI
242,2019-07-18 04:48:18+00:00,0,,,,0,"At 6:23 PM MST, 3 WNW Nogales [Santa Cruz Co, AZ] PUBLIC reports FLASH FLOOD. FLASH FLOOD ON POTRERO CREEK. https://mesonet.agron.iastate.edu/lsr/#TWC/201907180123/201907180123",iembot_twc,1,iembot twc,"iembot twc At 6:23 PM MST, 3 WNW Nogales [Santa Cruz Co, AZ] PUBLIC reports FLASH FLOOD. FLASH FLOOD ON POTRERO CREEK. https://mesonet.agron.iastate.edu/lsr/#TWC/201907180123/201907180123",WI
